,BLDGID,MEAN_AVGHT,Lat,Lon,OBJECTID,ID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area,geometry
1641,10231,50.16,41.880604,-87.627686,2089,342293.0,41.0,247.76,7.0,181.29,66.47,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,30.9409999996,59.5950204594,"POLYGON ((-87.62704843388853 41.88146617011608, -87.62704789925486 41.8814114873807, -87.62704779699696 41.88140102834833, -87.62713512685256 41.88140055147888, -87.62713585113383 41.88147462120429, -87.62704852117741 41.88147509807498, -87.62704843388853 41.88146617011608))"
1642,10231,50.16,41.880604,-87.627686,2090,342294.0,41.0,242.23,12.0,181.2,61.03,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,40.3019999973,98.0883885458,"POLYGON ((-87.62713512685256 41.88140055147888, -87.62727886444114 41.8813997664473, -87.62727896673671 41.88141022547921, -87.62727943240114 41.88145783645485, -87.62727958888838 41.88147383617068, -87.62713585113383 41.88147462120429, -87.62713512685256 41.88140055147888))"
1643,10231,50.16,41.880604,-87.627686,2091,342295.0,41.0,191.54,3.0,181.2,10.35,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,33.5330000017,70.2277367471,"POLYGON ((-87.62661967827437 41.88153182276145, -87.62671798497915 41.88153128631387, -87.62671874268311 41.88160882527575, -87.62662043585949 41.88160936172479, -87.62661967827437 41.88153182276145))"
1644,10231,50.16,41.880604,-87.627686,2107,342631.0,41.0,236.45,5.0,181.17,55.28,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,106.3748,260.641582881,"POLYGON ((-87.62706299814917 41.88153806208576, -87.62704913751925 41.88153813776826, -87.62704855367851 41.88147842230541, -87.62704852117741 41.88147509807498, -87.62713585113383 41.88147462120429, -87.62727958888838 41.88147383617068, -87.62727943240114 41.88145783645485, -87.62734699640617 41.88145746738735, -87.6273475133415 41.88151031463252, -87.62727994928082 41.8815106837007, -87.62728012876818 41.88152903496479, -87.62720580610942 41.88152944090599, -87.62720644455592 41.88159472497006, -87.62728076729034 41.88159431902795, -87.62728133124793 41.88165197924627, -87.6272098960328 41.88165236941843, -87.62716984584036 41.88165258814922, -87.62714654991393 41.88165271537156, -87.62714536405568 41.88153144445999, -87.62706293784761 41.88153189456213, -87.62706299814917 41.88153806208576))"
1645,10231,50.16,41.880604,-87.627686,2108,342632.0,41.0,235.68,14.0,181.04,54.64,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,101.66210539,245.91095934,"POLYGON ((-87.62718946933876 41.88125006099737, -87.62723946789127 41.88124978792413, -87.62726802058712 41.88124963197031, -87.62726830983242 41.88127920600287, -87.62748662259446 41.88127801335089, -87.62748556377034 41.88116979078637, -87.62755609698431 41.88116940537249, -87.62755759779068 41.88132278559007, -87.62732777512919 41.88132461228265, -87.62727813204236 41.8813248834528, -87.62719020573635 41.88132536368834, -87.62718946933876 41.88125006099737))"
1646,10231,50.16,41.880604,-87.627686,2109,342633.0,42.0,229.51,39.0,181.0,48.51,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,111.736399999,182.155300331,"POLYGON ((-87.6269622808196 41.8808996978705, -87.62696204736115 41.8808758158253, -87.62722179319243 41.8808743974707, -87.62723579588675 41.88087432099162, -87.62723697856805 41.88099525237698, -87.62723761352876 41.88106017799544, -87.62705097306093 41.88106119724051, -87.62705049108888 41.88101190027739, -87.62720134185314 41.88101107650446, -87.62720023994983 41.88089839850522, -87.6269622808196 41.8808996978705))"
1647,10231,50.16,41.880604,-87.627686,2116,343991.0,42.0,244.01,48.0,181.14,62.87,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,28.9371999986,52.1833083248,"POLYGON ((-87.62734050185436 41.88176037163736, -87.62742299222576 41.88175992098504, -87.62742366395692 41.88182858421226, -87.62734117349721 41.88182903486566, -87.62734050185436 41.88176037163736))"
1648,10231,50.16,41.880604,-87.627686,2117,343992.0,41.0,221.79,8.0,181.12,40.67,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,104.437200002,326.697190533,"POLYGON ((-87.62706653800225 41.88190010777934, -87.62714672546993 41.88189966989989, -87.62714604517376 41.88183010063477, -87.6272116306789 41.88182974245106, -87.6272098960328 41.88165236941843, -87.62728133124793 41.88165197924627, -87.627284343501 41.88195995551973, -87.62706713476022 41.88196114176182, -87.62706653800225 41.88190010777934))"
1649,10231,50.16,41.880604,-87.627686,2118,343993.0,41.0,201.32,8.0,181.22,20.1,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,67.4176000003,181.57761948,"POLYGON ((-87.6263415020475 41.88130804431269, -87.62640642418914 41.88130769020756, -87.62640650773766 41.88131624440572, -87.62640737925513 41.88140547537333, -87.62644724370368 41.88140525792189, -87.62644848906855 41.881532756719, -87.62637002061766 41.8815331847343, -87.62634370217111 41.88153332827932, -87.62634158558735 41.88131659851096, -87.6263415020475 41.88130804431269))"
1650,10231,50.16,41.880604,-87.627686,2119,343994.0,42.0,236.34,31.0,181.11,55.23,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,186.164446858,527.303199597,"POLYGON ((-87.62704722895724 41.88134292861675, -87.62704701578647 41.88132112523107, -87.62704685026208 41.88130419516185, -87.62704667813377 41.88128658961903, -87.6269159648504 41.88120135051496, -87.62691563771065 41.88116788305022, -87.6270141619861 41.88116734516208, -87.6270880551909 41.88116694169052, -87.62716427917434 41.8811665254426, -87.62716364011979 41.88110117382575, -87.627087416214 41.88110159007272, -87.62703589806983 41.88110187137668, -87.62700268236311 41.88106146090698, -87.62705097306093 41.88106119724051, -87.62723761352876 41.88106017799544, -87.62723869871579 41.88117113938725, -87.62723892783156 41.88119456661112, -87.62704578874495 41.88119562134247, -87.62704632863839 41.88125084265751, -87.62718946933876 41.88125006099737, -87.62719020573635 41.88132536368834, -87.62727813204236 41.8813248834528, -87.62727886444114 41.8813997664473, -87.62713512685256 41.88140055147888, -87.62704779699696 41.88140102834833, -87.62704722895724 41.88134292861675))"
1651,10231,50.16,41.880604,-87.627686,2120,343995.0,41.0,232.59,4.0,181.01,51.58,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,73.1359584639,278.009034552,"POLYGON ((-87.6269622808196 41.8808996978705, -87.62720023994983 41.88089839850522, -87.62720134185314 41.88101107650446, -87.62705049108888 41.88101190027739, -87.62705097306093 41.88106119724051, -87.62700268236311 41.88106146090698, -87.62696339488605 41.88101366287724, -87.6269622808196 41.8808996978705))"
1652,10231,50.16,41.880604,-87.627686,2121,343999.0,41.0,219.53,2.0,181.03,38.5,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,91.7317999974,514.335362345,"POLYGON ((-87.62723761352876 41.88106017799544, -87.62723697856805 41.88099525237698, -87.62735905495727 41.88099458555359, -87.62741314722757 41.88099429004144, -87.62755437596628 41.88099351837287, -87.62755609698431 41.88116940537249, -87.62748556377034 41.88116979078637, -87.62726947971825 41.88117097126245, -87.62723869871579 41.88117113938725, -87.62723761352876 41.88106017799544))"
1653,10231,50.16,41.880604,-87.627686,2123,344187.0,42.0,225.28,43.0,181.19,44.09,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,50.2726000007,91.6146421275,"POLYGON ((-87.62714495754153 41.88171887536881, -87.62717049269922 41.88171873591779, -87.62716984584036 41.88165258814922, -87.6272098960328 41.88165236941843, -87.6272116306789 41.88182974245106, -87.62714604517376 41.88183010063477, -87.62714495754153 41.88171887536881))"
1654,10231,50.16,41.880604,-87.627686,2124,344188.0,41.0,204.51,14.0,181.12,23.39,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,134.12519737,621.519761448,"POLYGON ((-87.62634049075021 41.88120449059898, -87.62636680906184 41.88120434705559, -87.62648379888385 41.88120370890542, -87.62667413119527 41.88120267043565, -87.62676596447413 41.88120216927241, -87.62683535403553 41.88120179054291, -87.6269159648504 41.88120135051496, -87.62704667813377 41.88128658961903, -87.62704685026208 41.88130419516185, -87.62693084127208 41.88130482853139, -87.62640642418914 41.88130769020756, -87.6263415020475 41.88130804431269, -87.62634049075021 41.88120449059898))"
1655,10231,50.16,41.880604,-87.627686,2179,348615.0,41.0,225.59,8.0,181.16,44.43,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,161.711799998,1102.18941063,"POLYGON ((-87.62637002061766 41.8815331847343, -87.62644848906855 41.881532756719, -87.62653018134048 41.88153231106202, -87.62656695340746 41.88153211043989, -87.62661967827437 41.88153182276145, -87.62662043585949 41.88160936172479, -87.62671874268311 41.88160882527575, -87.62671798497915 41.88153128631387, -87.62675634907025 41.88153107694292, -87.62694407677164 41.88153005223945, -87.62694416141377 41.88153871090964, -87.62694624377713 41.88175173004339, -87.6269415869948 41.88175175546606, -87.62665263990642 41.88175333253883, -87.62637218563927 41.88175486256247, -87.62637002061766 41.8815331847343))"
1656,10231,50.16,41.880604,-87.627686,2180,348616.0,41.0,204.56,9.0,181.33,23.23,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,46.6197999995,131.721221395,"POLYGON ((-87.62693121989717 41.88134356198715, -87.62704722895724 41.88134292861675, -87.62704779699696 41.88140102834833, -87.62704789925486 41.8814114873807, -87.62704843388853 41.88146617011608, -87.62693242460558 41.8814668034892, -87.62693121989717 41.88134356198715))"
1657,10231,50.16,41.880604,-87.627686,2181,348617.0,42.0,250.64,24.0,180.98,69.66,Pitched,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,39.1450000014,72.7137304954,"POLYGON ((-87.62741314722757 41.88099429004144, -87.62735905495727 41.88099458555359, -87.6273585192307 41.88093981725697, -87.62732779859749 41.88093998507571, -87.62732723005783 41.88088185922429, -87.62741204283832 41.88088139589489, -87.62741314722757 41.88099429004144))"
1658,10231,50.16,41.880604,-87.627686,2182,348618.0,41.0,246.75,8.0,181.18,65.57,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,17.2127999999,18.1765910297,"POLYGON ((-87.6268456725745 41.88103414748399, -87.62689049601383 41.88103390281068, -87.62689092623272 41.88107791757154, -87.62684610276264 41.88107816224522, -87.6268456725745 41.88103414748399))"
1659,10231,50.16,41.880604,-87.627686,2373,365233.0,41.0,260.33,4.0,181.17,79.16,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,196.364400003,1036.15933816,"POLYGON ((-87.62637218563927 41.88175486256247, -87.62665263990642 41.88175333253883, -87.62665334324092 41.88182531460296, -87.62691534178526 41.88182388464405, -87.62691501422495 41.8817903748533, -87.62694196307915 41.88179022773564, -87.6269415869948 41.88175175546606, -87.62694624377713 41.88175173004339, -87.62702350008433 41.88175130825226, -87.62702555380122 41.88196136880105, -87.6263742372232 41.88196492313729, -87.62637218563927 41.88175486256247), (-87.62682383661094 41.88185952684626, -87.62682437632583 41.88191474815724, -87.62690501937149 41.8819143079599, -87.62690447958714 41.88185908664976, -87.62682383661094 41.88185952684626))"
1660,10231,50.16,41.880604,-87.627686,2556,366700.0,41.0,232.38,5.0,181.1,51.28,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,227.620305388,1550.71188181,"POLYGON ((-87.62728133124793 41.88165197924627, -87.62728076729034 41.88159431902795, -87.62728012876818 41.88152903496479, -87.62727994928082 41.8815106837007, -87.6273475133415 41.88151031463252, -87.62734699640617 41.88145746738735, -87.62727943240114 41.88145783645485, -87.62727896673671 41.88141022547921, -87.62727886444114 41.8813997664473, -87.62727813204236 41.8813248834528, -87.62732777512919 41.88132461228265, -87.62755759779068 41.88132278559007, -87.62756381760346 41.88195842862343, -87.62736254491142 41.8819595283378, -87.627284343501 41.88195995551973, -87.62728133124793 41.88165197924627), (-87.62734050185436 41.88176037163736, -87.62734117349721 41.88182903486566, -87.62742366395692 41.88182858421226, -87.62742299222576 41.88175992098504, -87.62734050185436 41.88176037163736))"
1661,10231,50.16,41.880604,-87.627686,2557,366723.0,41.0,243.83,2.0,180.97,62.86,Flat,11771.038,50.16,0.0,85.8,181.19,121.54,100.89,0.0,347.384207946,1414.85131848,"POLYGON ((-87.62696204736115 41.8808758158253, -87.6269622808196 41.8808996978705, -87.62696339488605 41.88101366287724, -87.62700268236311 41.88106146090698, -87.62703589806983 41.88110187137668, -87.62701352308447 41.88110199354337, -87.6270141619861 41.88116734516208, -87.62691563771065 41.88116788305022, -87.6269159648504 41.88120135051496, -87.62683535403553 41.88120179054291, -87.62683479796982 41.88114489585188, -87.62676540846995 41.88114527458062, -87.62676528594542 41.88113273688972, -87.62667345276596 41.88113323805176, -87.62655477585287 41.88113388559955, -87.62655504546426 41.88116148365121, -87.62652145764352 41.88116166689737, -87.62652165380383 41.88118174737776, -87.62648358638953 41.88118195505158, -87.62648379888385 41.88120370890542, -87.62636680906184 41.88120434705559, -87.62634049075021 41.88120449059898, -87.62633958730775 41.88111198042758, -87.62633731426506 41.88087922480445, -87.62636363244323 41.88087908126271, -87.62696204736115 41.8808758158253), (-87.62669039324183 41.88103356107494, -87.62661426100152 41.8810339765075, -87.62641497245379 41.88103506373093, -87.62641549546599 41.88108861258141, -87.62661478418008 41.88108752535594, -87.62669091648395 41.88108710992262, -87.62681631086333 41.88108642556948, -87.62681560591183 41.88101429489411, -87.62669021167345 41.88101497924553, -87.62669039324183 41.88103356107494), (-87.6268456725745 41.88103414748399, -87.62684610276264 41.88107816224522, -87.62689092623272 41.88107791757154, -87.62689049601383 41.88103390281068, -87.6268456725745 41.88103414748399), (-87.62683435638935 41.88109971477331, -87.62683475026084 41.88114001442929, -87.62692207855942 41.88113953773082, -87.62692168463307 41.88109923807551, -87.62683435638935 41.88109971477331), (-87.62641565890485 41.88110534631562, -87.62641626362982 41.88116726113183, -87.62648567846647 41.88116688247582, -87.6264850736745 41.88110496766043, -87.62641565890485 41.88110534631562))"
1662,10250,79.17,41.881462,-87.626526,2209,349813.0,42.0,261.88,19.0,181.0,80.88,Pitched,1516.857,79.17,6.93,86.29,181.32,54.3,30.08,0.56,240.84926459,1199.07678274,"POLYGON ((-87.62546416063827 41.88176335488437, -87.62546696569068 41.88188661470092, -87.62587491116275 41.88188143070095, -87.62587336844794 41.88181362695464, -87.62558847612014 41.88181724811238, -87.62558721444155 41.88176179114534, -87.62563172175197 41.8817137667394, -87.62599689039388 41.88170912607556, -87.62600305375535 41.88198001234631, -87.62534875575588 41.88198832550011, -87.62534367365943 41.88176488560008, -87.62546416063827 41.88176335488437))"
1663,10250,79.17,41.881462,-87.626526,2267,350127.0,41.0,265.8,9.0,181.28,84.52,Flat,1516.857,79.17,6.93,86.29,181.32,54.3,30.08,0.56,95.0822858908,317.779754784,"POLYGON ((-87.62546416063827 41.88176335488437, -87.62558721444155 41.88176179114534, -87.62558847612014 41.88181724811238, -87.62587336844794 41.88181362695464, -87.62587491116275 41.88188143070095, -87.62546696569068 41.88188661470092, -87.62546416063827 41.88176335488437))"
1664,10279,51.39,41.880615,-87.62539699999999,2199,349546.0,41.0,203.94,12.0,181.18,22.76,Flat,6159.097,51.39,0.0,134.44,181.3,125.12,53.38,0.56,43.4895484527,86.350287437,"POLYGON ((-87.62497303872166 41.88170952274867, -87.62511645598889 41.88170770188138, -87.62511671529856 41.88171909676711, -87.62511785084169 41.8817690737924, -87.62506710823867 41.88176971746944, -87.62493794460752 41.88177135803309, -87.62493759027085 41.88175577370332, -87.62497408029697 41.88175531032616, -87.62497329801467 41.88172091853551, -87.62497303872166 41.88170952274867))"
1665,10279,51.39,41.880615,-87.62539699999999,2203,349806.0,41.0,236.92,8.0,181.31,55.61,Flat,6159.097,51.39,0.0,134.44,181.3,125.12,53.38,0.56,35.8681002196,64.2343271993,"POLYGON ((-87.62492443137275 41.88154870254165, -87.62487657632198 41.88154930970546, -87.62485018742022 41.88154964513627, -87.62483790642081 41.88154980112429, -87.62478288957146 41.88155050035579, -87.62478346414733 41.88150902183968, -87.62484180655179 41.88150947269509, -87.6248420234315 41.88149375555844, -87.62492518339698 41.88149439828394, -87.62492443137275 41.88154870254165))"
1666,10279,51.39,41.880615,-87.62539699999999,2204,349807.0,42.0,228.69,19.0,181.13,47.56,Pitched,6159.097,51.39,0.0,134.44,181.3,125.12,53.38,0.56,43.2765390755,101.021468124,"POLYGON ((-87.62511645598889 41.88170770188138, -87.62529507861554 41.88170543335717, -87.62529533795693 41.88171682824227, -87.62529647484436 41.8817668052583, -87.62523653021026 41.8817675666652, -87.62516214863058 41.88176851111182, -87.62511785084169 41.8817690737924, -87.62511671529856 41.88171909676711, -87.62511645598889 41.88170770188138))"
1667,10279,51.39,41.880615,-87.62539699999999,2213,349817.0,41.0,264.26,5.0,181.14,83.12,Flat,6159.097,51.39,0.0,134.44,181.3,125.12,53.38,0.56,26.2183352405,42.8166883413,"POLYGON ((-87.62516214863058 41.88176851111182, -87.62523653021026 41.8817675666652, -87.62523795150636 41.88183003185483, -87.62516356864911 41.88183097630942, -87.62516214863058 41.88176851111182))"
1668,10279,51.39,41.880615,-87.62539699999999,2214,349818.0,42.0,243.0,53.0,181.24,61.76,Pitched,6159.097,51.39,0.0,134.44,181.3,125.12,53.38,0.56,25.2873907611,39.4828961333,"POLYGON ((-87.62502216750408 41.8810472397174, -87.62510672027427 41.88104616614273, -87.62510787220933 41.88109683840934, -87.62502331937236 41.8810979119853, -87.62502216750408 41.8810472397174))"
1669,10279,51.39,41.880615,-87.62539699999999,2215,349819.0,42.0,237.34,36.0,181.28,56.06,Pitched,6159.097,51.39,0.0,134.44,181.3,125.12,53.38,0.56,43.8310682823,91.6536134391,"POLYGON ((-87.62463677175485 41.88105213500897, -87.62483305291936 41.88104964145862, -87.62483420583469 41.88110031282222, -87.62463792330126 41.88110280548152, -87.62463677175485 41.88105213500897))"
